,chr,start,end,strand,gene_id,gene_type,gene_name
10031,chr10,102854259,102864961,+,ENSG00000166275.16,protein_coding,BORCS7
10032,chr10,102854272,102901899,+,ENSG00000270316.1,protein_coding,BORCS7-ASMT
10033,chr10,102869470,102901899,+,ENSG00000214435.9,protein_coding,AS3MT
10034,chr10,102918294,103090222,+,ENSG00000148842.18,protein_coding,CNNM2
10035,chr10,103087185,103277605,-,ENSG00000076685.19,protein_coding,NT5C2
10036,chr10,103245887,103248016,+,ENSG00000235376.5,protein_coding,RPEL1
10037,chr10,103277138,103290346,+,ENSG00000148798.11,protein_coding,INA
10038,chr10,103302796,103351144,-,ENSG00000156374.16,protein_coding,PCGF6
10039,chr10,103367966,103389065,+,ENSG00000148835.12,protein_coding,TAF5
10040,chr10,103389041,103396492,-,ENSG00000173915.16,protein_coding,ATP5MK
10041,chr10,103396626,103446294,+,ENSG00000148843.15,protein_coding,PDCD11
10042,chr10,103446786,103452402,-,ENSG00000138172.11,protein_coding,CALHM2
10043,chr10,103453240,103458900,-,ENSG00000185933.7,protein_coding,CALHM1
10044,chr10,103472804,103479240,-,ENSG00000183128.7,protein_coding,CALHM3
10045,chr10,103493705,103592546,+,ENSG00000107954.11,protein_coding,NEURL1
10046,chr10,103594027,103855584,-,ENSG00000107957.17,protein_coding,SH3PXD2A
10047,chr10,103856806,103918332,-,ENSG00000107960.12,protein_coding,STN1
10048,chr10,103967140,104029233,+,ENSG00000065613.15,protein_coding,SLK
10049,chr10,104031286,104085880,-,ENSG00000065618.21,protein_coding,COL17A1
10050,chr10,104122058,104126385,+,ENSG00000156384.15,protein_coding,SFR1
10051,chr10,104129888,104232364,-,ENSG00000197748.13,protein_coding,CFAP43
10052,chr10,104235356,104267459,+,ENSG00000148834.13,protein_coding,GSTO1
10053,chr10,104268873,104304950,+,ENSG00000065621.15,protein_coding,GSTO2
10054,chr10,104309698,104338465,-,ENSG00000148841.17,protein_coding,ITPRIP
10055,chr10,104353833,104455102,+,ENSG00000120051.15,protein_coding,CFAP58
10056,chr10,104641290,105265242,+,ENSG00000156395.14,protein_coding,SORCS3
10057,chr10,106573663,107164706,-,ENSG00000108018.16,protein_coding,SORCS1
10058,chr10,109864766,109923553,-,ENSG00000108039.18,protein_coding,XPNPEP1
10059,chr10,109996368,110135565,+,ENSG00000148700.15,protein_coding,ADD3
10060,chr10,110207605,110287365,+,ENSG00000119950.21,protein_coding,MXI1
10061,chr10,110290730,110304938,-,ENSG00000119953.14,protein_coding,SMNDC1
10062,chr10,110497907,110511533,+,ENSG00000138166.6,protein_coding,DUSP5
10063,chr10,110567684,110606048,+,ENSG00000108055.11,protein_coding,SMC3
10064,chr10,110644336,110839468,+,ENSG00000203867.8,protein_coding,RBM20
10065,chr10,110871795,110900006,+,ENSG00000150593.18,protein_coding,PDCD4
10066,chr10,110898730,110919201,-,ENSG00000214413.9,protein_coding,BBIP1
10067,chr10,110919367,111017307,+,ENSG00000108061.13,protein_coding,SHOC2
10068,chr10,111077029,111080907,+,ENSG00000150594.7,protein_coding,ADRA2A
10069,chr10,112149865,112215377,-,ENSG00000119927.14,protein_coding,GPAM
10070,chr10,112283400,112305038,+,ENSG00000119913.6,protein_coding,TECTB
10071,chr10,112374116,112428379,+,ENSG00000197142.11,protein_coding,ACSL5
10072,chr10,112424428,112447572,-,ENSG00000023041.12,protein_coding,ZDHHC6
10073,chr10,112446998,112818744,+,ENSG00000151532.15,protein_coding,VTI1A
10074,chr10,112950247,113167678,+,ENSG00000148737.18,protein_coding,TCF7L2
10075,chr10,113550837,113589602,+,ENSG00000148702.15,protein_coding,HABP2
10076,chr10,113588714,113664070,-,ENSG00000197893.14,protein_coding,NRAP
10077,chr10,113679162,113730907,+,ENSG00000165806.21,protein_coding,CASP7
10078,chr10,113751262,113783429,+,ENSG00000148735.16,protein_coding,PLEKHS1
10079,chr10,113834725,113854383,-,ENSG00000198924.8,protein_coding,DCLRE1A
10080,chr10,113854661,113917194,+,ENSG00000196865.4,protein_coding,NHLRC2
10081,chr10,114043866,114046904,+,ENSG00000043591.6,protein_coding,ADRB1
10082,chr10,114120862,114174232,-,ENSG00000165813.20,protein_coding,CCDC186
10083,chr10,114179270,114232666,+,ENSG00000095627.10,protein_coding,TDRD1
10084,chr10,114239254,114294489,+,ENSG00000165816.13,protein_coding,VWA2
10085,chr10,114294824,114404756,-,ENSG00000169129.16,protein_coding,AFAP1L2
10086,chr10,114431112,114768061,-,ENSG00000099204.21,protein_coding,ABLIM1
10087,chr10,114821744,114899832,+,ENSG00000151553.15,protein_coding,FHIP2A
10088,chr10,114938195,114977676,+,ENSG00000165832.6,protein_coding,TRUB1
10089,chr10,115093365,115948999,+,ENSG00000107518.18,protein_coding,ATRNL1
10090,chr10,116056925,116276803,-,ENSG00000151892.16,protein_coding,GFRA1
10091,chr10,116324448,116380029,+,ENSG00000182645.6,protein_coding,CCDC172
10092,chr10,116427847,116477957,+,ENSG00000203837.5,protein_coding,PNLIPRP3
10093,chr10,116545931,116567855,+,ENSG00000175535.6,protein_coding,PNLIP
10094,chr10,116590385,116609175,+,ENSG00000187021.15,protein_coding,PNLIPRP1
10095,chr10,116620953,116645143,+,ENSG00000266200.8,protein_coding,PNLIPRP2
10096,chr10,116663696,116670264,-,ENSG00000165863.17,protein_coding,C10orf82
10097,chr10,116671192,116850251,-,ENSG00000165868.16,protein_coding,HSPA12A
10098,chr10,116849499,116911788,+,ENSG00000188316.15,protein_coding,ENO4
10099,chr10,116881477,117126586,-,ENSG00000187164.20,protein_coding,SHTN1
10100,chr10,117128521,117138301,-,ENSG00000148704.13,protein_coding,VAX1
10101,chr10,117197489,117210299,+,ENSG00000186795.1,protein_coding,KCNK18
10102,chr10,117241093,117279430,+,ENSG00000165646.14,protein_coding,SLC18A2
10103,chr10,117277274,117375440,-,ENSG00000165650.12,protein_coding,PDZD8
10104,chr10,117542445,117549546,+,ENSG00000170370.12,protein_coding,EMX2
10105,chr10,118004916,118046941,-,ENSG00000107560.12,protein_coding,RAB11FIP2
10106,chr10,118297925,118342328,-,ENSG00000165669.14,protein_coding,FAM204A
10107,chr10,118589997,118595648,-,ENSG00000119973.6,protein_coding,PRLHR
10108,chr10,118674167,118755249,-,ENSG00000151893.15,protein_coding,CACUL1
10109,chr10,119029714,119033730,+,ENSG00000188613.7,protein_coding,NANOS1
10110,chr10,119033670,119080823,-,ENSG00000107581.13,protein_coding,EIF3A
10111,chr10,119104086,119137984,+,ENSG00000119979.18,protein_coding,DENND10
10112,chr10,119140767,119165714,-,ENSG00000183605.17,protein_coding,SFXN4
10113,chr10,119167720,119178812,-,ENSG00000165672.7,protein_coding,PRDX3
10114,chr10,119207571,119459745,+,ENSG00000198873.12,protein_coding,GRK5
10115,chr10,119499817,119542719,-,ENSG00000148908.15,protein_coding,RGS10
10116,chr10,119571802,119597029,-,ENSG00000151923.18,protein_coding,TIAL1
10117,chr10,119651380,119677819,+,ENSG00000151929.10,protein_coding,BAG3
10118,chr10,119726042,119829147,+,ENSG00000198825.15,protein_coding,INPP5F
10119,chr10,119829404,119892556,-,ENSG00000197771.13,protein_coding,MCMBP
10120,chr10,119892707,119944657,+,ENSG00000107651.15,protein_coding,SEC23IP
10121,chr10,120457227,120592065,+,ENSG00000203805.11,protein_coding,PLPP4
10122,chr10,120851305,120909524,+,ENSG00000120008.16,protein_coding,WDR11
10123,chr10,121478332,121598458,-,ENSG00000066468.24,protein_coding,FGFR2
10124,chr10,121709393,121928801,-,ENSG00000107669.19,protein_coding,ATE1
10125,chr10,121957091,121975217,-,ENSG00000107672.15,protein_coding,NSMCE4A
10126,chr10,121989163,122254545,+,ENSG00000138162.19,protein_coding,TACC2
10127,chr10,122271296,122338159,+,ENSG00000138152.10,protein_coding,BTBD16
10128,chr10,122374696,122432354,+,ENSG00000107679.15,protein_coding,PLEKHA1
10129,chr10,122454653,122457352,+,ENSG00000254636.1,protein_coding,ARMS2
10130,chr10,122458551,122514907,+,ENSG00000166033.13,protein_coding,HTRA1
10131,chr10,122560665,122643736,+,ENSG00000187908.20,protein_coding,DMBT1
10132,chr10,122672850,122679494,+,ENSG00000286135.1,protein_coding,ENSG00000286135
10133,chr10,122697709,122699846,-,ENSG00000183559.12,protein_coding,C10orf120
10134,chr10,122832158,122846175,-,ENSG00000138161.14,protein_coding,CUZD1
10135,chr10,122832167,122879583,-,ENSG00000286088.1,protein_coding,ENSG00000286088
10136,chr10,122849078,122879641,-,ENSG00000213185.7,protein_coding,FAM24B
10137,chr10,122910610,122913111,+,ENSG00000203795.3,protein_coding,FAM24A
10138,chr10,122930901,122954311,-,ENSG00000119965.13,protein_coding,C10orf88
10139,chr10,122954381,122997513,+,ENSG00000179988.15,protein_coding,PSTK
10140,chr10,122990807,123008812,-,ENSG00000095574.12,protein_coding,IKZF5
10141,chr10,123008979,123058290,+,ENSG00000196177.13,protein_coding,ACADSB
10142,chr10,123135970,123139423,+,ENSG00000188620.11,protein_coding,HMX3
10143,chr10,123148136,123150672,+,ENSG00000188816.4,protein_coding,HMX2
10144,chr10,123154402,123170467,+,ENSG00000154473.18,protein_coding,BUB3
10145,chr10,123666355,123697399,+,ENSG00000154478.4,protein_coding,GPR26
10146,chr10,123706207,123940267,-,ENSG00000121898.13,protein_coding,CPXM2
10147,chr10,124007668,124093598,-,ENSG00000182022.18,protein_coding,CHST15
10148,chr10,124397303,124418976,-,ENSG00000065154.12,protein_coding,OAT
10149,chr10,124445243,124450035,-,ENSG00000229544.9,protein_coding,NKX1-2
10150,chr10,124461823,124617888,+,ENSG00000107902.14,protein_coding,LHPP
10151,chr10,124617080,124791727,-,ENSG00000258539.1,protein_coding,ENSG00000258539
10152,chr10,124619292,124744378,-,ENSG00000189319.14,protein_coding,FAM53B
10153,chr10,124748149,124791887,-,ENSG00000203791.15,protein_coding,EEF1AKMT2
10154,chr10,124801819,124836667,+,ENSG00000165660.8,protein_coding,ABRAXAS2
10155,chr10,124942123,124988189,+,ENSG00000019995.6,protein_coding,ZRANB1
10156,chr10,124984317,125161170,-,ENSG00000175029.17,protein_coding,CTBP2
10157,chr10,125576522,125683163,-,ENSG00000175018.13,protein_coding,TEX36
10158,chr10,125719515,125764143,+,ENSG00000107938.18,protein_coding,EDRF1
10159,chr10,125753580,125775821,-,ENSG00000154485.5,protein_coding,MMP21
10160,chr10,125784980,125823258,-,ENSG00000188690.15,protein_coding,UROS
10161,chr10,125823546,125853695,+,ENSG00000107949.17,protein_coding,BCCIP
10162,chr10,125836337,125896436,-,ENSG00000089876.12,protein_coding,DHX32
10163,chr10,125896564,126009592,+,ENSG00000203780.12,protein_coding,FANK1
10164,chr10,126012381,126388477,-,ENSG00000148848.15,protein_coding,ADAM12
10165,chr10,126424997,126798708,-,ENSG00000154493.20,protein_coding,C10orf90
10166,chr10,126905409,127452517,+,ENSG00000150760.13,protein_coding,DOCK1
10167,chr10,127135426,127196591,-,ENSG00000188916.9,protein_coding,INSYN2A
10168,chr10,127549309,127553540,+,ENSG00000214285.3,protein_coding,NPS
10169,chr10,127737185,127741183,+,ENSG00000186766.8,protein_coding,FOXI2
10170,chr10,127877841,127892941,-,ENSG00000180745.5,protein_coding,CLRN3
10171,chr10,127907103,128085855,+,ENSG00000132334.17,protein_coding,PTPRE
10172,chr10,128096659,128126423,-,ENSG00000148773.14,protein_coding,MKI67
10173,chr10,129467190,129770983,+,ENSG00000170430.10,protein_coding,MGMT
10174,chr10,129835233,129973053,-,ENSG00000108001.16,protein_coding,EBF3
10175,chr10,130020025,130110830,-,ENSG00000237489.5,protein_coding,C10orf143
10176,chr10,130136391,130184521,+,ENSG00000108010.12,protein_coding,GLRX3
10177,chr10,131092391,131311721,-,ENSG00000176769.9,protein_coding,TCERG1L
10178,chr10,131901008,131959834,+,ENSG00000175470.20,protein_coding,PPP2R2D
10179,chr10,131967684,131981967,-,ENSG00000176171.12,protein_coding,BNIP3
10180,chr10,132036336,132184858,+,ENSG00000188385.13,protein_coding,JAKMIP3
10181,chr10,132186948,132205759,+,ENSG00000151640.13,protein_coding,DPYSL4
10182,chr10,132207492,132331847,-,ENSG00000165752.17,protein_coding,STK32C
10183,chr10,132332154,132381508,+,ENSG00000148814.18,protein_coding,LRRC27
10184,chr10,132397168,132417859,+,ENSG00000171813.14,protein_coding,PWWP2B
10185,chr10,132537787,132783480,+,ENSG00000068383.19,protein_coding,INPP5A
10186,chr10,132783179,132786147,-,ENSG00000148826.9,protein_coding,NKX6-2
10187,chr10,132808392,132942823,-,ENSG00000171811.14,protein_coding,CFAP46
10188,chr10,133087924,133131675,+,ENSG00000197177.16,protein_coding,ADGRA1
10189,chr10,133160219,133226412,+,ENSG00000171798.19,protein_coding,KNDC1
10190,chr10,133230217,133231558,+,ENSG00000171794.4,protein_coding,UTF1
10191,chr10,133237855,133241928,+,ENSG00000151650.8,protein_coding,VENTX
10192,chr10,133262420,133276868,-,ENSG00000151651.16,protein_coding,ADAM8
10193,chr10,133278635,133318823,-,ENSG00000130640.15,protein_coding,TUBGCP2
10194,chr10,133308914,133313162,+,ENSG00000198546.15,protein_coding,ZNF511
10195,chr10,133309410,133352529,+,ENSG00000283496.1,protein_coding,ZNF511-PRAP1
10196,chr10,133324072,133336935,-,ENSG00000130643.9,protein_coding,CALY
10197,chr10,133347368,133352683,+,ENSG00000165828.15,protein_coding,PRAP1
10198,chr10,133355158,133358025,-,ENSG00000148803.12,protein_coding,FUOM
10199,chr10,133362485,133373354,-,ENSG00000127884.5,protein_coding,ECHS1
10200,chr10,133379261,133391694,+,ENSG00000148832.16,protein_coding,PAOX
10201,chr10,133380017,133420271,+,ENSG00000254536.2,protein_coding,ENSG00000254536
10202,chr10,133394094,133422520,+,ENSG00000148824.19,protein_coding,MTG1
10203,chr10,133420666,133424625,-,ENSG00000203772.8,protein_coding,SPRN
10204,chr10,133453928,133523558,+,ENSG00000214279.13,protein_coding,SCART1
10205,chr10,133520406,133561220,+,ENSG00000130649.10,protein_coding,CYP2E1
10206,chr10,133553901,133569835,-,ENSG00000171772.17,protein_coding,SYCE1
10207,chr10,133623895,133626795,-,ENSG00000225899.8,protein_coding,FRG2B
10208,chr11,167784,207399,-,ENSG00000177951.18,protein_coding,BET1L
10209,chr11,193078,194575,+,ENSG00000188076.3,protein_coding,SCGB1C1
10210,chr11,196761,200261,+,ENSG00000177947.15,protein_coding,ODF3
10211,chr11,207708,215113,+,ENSG00000177963.15,protein_coding,RIC8A
10212,chr11,215030,236931,-,ENSG00000142082.15,protein_coding,SIRT3
10213,chr11,236966,252984,+,ENSG00000185627.19,protein_coding,PSMD13
10214,chr11,278407,285388,+,ENSG00000174885.13,protein_coding,NLRP6
10215,chr11,289126,296107,+,ENSG00000142102.16,protein_coding,PGGHG
10216,chr11,298200,299526,-,ENSG00000206013.2,protein_coding,IFITM5
10217,chr11,303655,309397,+,ENSG00000185201.18,protein_coding,IFITM2
10218,chr11,308408,315272,+,ENSG00000288681.1,protein_coding,ENSG00000288681
10219,chr11,310041,315272,+,ENSG00000185885.17,protein_coding,IFITM1
10220,chr11,319676,329475,-,ENSG00000142089.17,protein_coding,IFITM3
10221,chr11,369499,382117,+,ENSG00000182272.12,protein_coding,B4GALNT4
10222,chr11,392614,404908,+,ENSG00000184363.10,protein_coding,PKP3
10223,chr11,405716,417455,-,ENSG00000185187.13,protein_coding,SIGIRR
10224,chr11,417933,442011,-,ENSG00000185101.13,protein_coding,ANO9
10225,chr11,448268,491399,+,ENSG00000174915.12,protein_coding,PTDSS2
10226,chr11,494512,507300,-,ENSG00000023191.17,protein_coding,RNH1
10227,chr11,532242,537321,-,ENSG00000174775.18,protein_coding,HRAS
10228,chr11,537527,554912,+,ENSG00000161328.11,protein_coding,LRRC56
10229,chr11,554850,560738,-,ENSG00000185522.9,protein_coding,LMNTD2
10230,chr11,560404,564025,+,ENSG00000099849.15,protein_coding,RASSF7
10231,chr11,576470,612222,+,ENSG00000070047.13,protein_coding,PHRF1
10232,chr11,612553,615983,-,ENSG00000185507.21,protein_coding,IRF7
10233,chr11,616577,626078,-,ENSG00000099834.19,protein_coding,CDHR5
10234,chr11,626309,627181,-,ENSG00000070031.4,protein_coding,SCT
10235,chr11,637269,640706,+,ENSG00000069696.7,protein_coding,DRD4
10236,chr11,644233,707118,-,ENSG00000177030.19,protein_coding,DEAF1
10237,chr11,694438,727727,+,ENSG00000177106.17,protein_coding,EPS8L2
10238,chr11,695591,705028,+,ENSG00000177042.16,protein_coding,TMEM80
10239,chr11,747415,765012,+,ENSG00000177156.11,protein_coding,TALDO1
10240,chr11,767220,777488,-,ENSG00000177225.17,protein_coding,GATD1
10241,chr11,787115,790113,-,ENSG00000184524.6,protein_coding,CEND1
10242,chr11,790475,798281,-,ENSG00000177542.11,protein_coding,SLC25A22
10243,chr11,797511,799190,+,ENSG00000288675.1,protein_coding,PANO1
10244,chr11,799179,809753,-,ENSG00000177595.19,protein_coding,PIDD1
10245,chr11,809965,812880,+,ENSG00000177600.9,protein_coding,RPLP2
10246,chr11,818914,825573,+,ENSG00000177666.17,protein_coding,PNPLA2
10247,chr11,826144,831991,+,ENSG00000177685.17,protein_coding,CRACR2B
10248,chr11,832887,839831,+,ENSG00000177697.19,protein_coding,CD151
10249,chr11,837356,842529,-,ENSG00000177700.6,protein_coding,POLR2L
10250,chr11,842812,867116,+,ENSG00000214063.12,protein_coding,TSPAN4
10251,chr11,867859,915058,-,ENSG00000177830.18,protein_coding,CHID1
10252,chr11,924881,1012245,+,ENSG00000183020.15,protein_coding,AP2A2
10253,chr11,1012823,1036718,-,ENSG00000184956.16,protein_coding,MUC6
10254,chr11,1074875,1110511,+,ENSG00000198788.9,protein_coding,MUC2
10255,chr11,1157953,1201138,+,ENSG00000215182.8,protein_coding,MUC5AC
10256,chr11,1223066,1262172,+,ENSG00000117983.17,protein_coding,MUC5B
10257,chr11,1274371,1309654,-,ENSG00000078902.16,protein_coding,TOLLIP
10258,chr11,1389899,1462689,+,ENSG00000174672.16,protein_coding,BRSK2
10259,chr11,1469457,1501247,-,ENSG00000182208.15,protein_coding,MOB2
10260,chr11,1554051,1572271,-,ENSG00000184545.11,protein_coding,DUSP8
10261,chr11,1584342,1585283,-,ENSG00000205869.2,protein_coding,KRTAP5-1
10262,chr11,1597177,1598294,-,ENSG00000205867.3,protein_coding,KRTAP5-2
10263,chr11,1607565,1608463,-,ENSG00000196224.7,protein_coding,KRTAP5-3
10264,chr11,1620958,1622138,-,ENSG00000241598.6,protein_coding,KRTAP5-4
10265,chr11,1629775,1630930,+,ENSG00000185940.11,protein_coding,KRTAP5-5
10266,chr11,1697195,1697755,+,ENSG00000205864.1,protein_coding,KRTAP5-6
10267,chr11,1732406,1750595,-,ENSG00000244242.2,protein_coding,IFITM10
10268,chr11,1734821,1763954,-,ENSG00000250644.3,protein_coding,ENSG00000250644
10269,chr11,1752752,1764573,-,ENSG00000117984.15,protein_coding,CTSD
10270,chr11,1828307,1837521,+,ENSG00000149043.17,protein_coding,SYT8
10271,chr11,1838981,1841680,+,ENSG00000130598.17,protein_coding,TNNI2
10272,chr11,1850904,1892267,+,ENSG00000130592.17,protein_coding,LSP1
10273,chr11,1888078,1891895,-,ENSG00000283787.2,protein_coding,PRR33
10274,chr11,1919703,1938706,+,ENSG00000130595.19,protein_coding,TNNT3
10275,chr11,1947278,1984522,+,ENSG00000214026.11,protein_coding,MRPL23
10276,chr11,2129112,2158391,-,ENSG00000167244.22,protein_coding,IGF2
10277,chr11,2131395,2149603,-,ENSG00000284779.3,protein_coding,ENSG00000284779
10278,chr11,2132538,2161209,-,ENSG00000129965.15,protein_coding,INS-IGF2
10279,chr11,2159779,2161221,-,ENSG00000254647.7,protein_coding,INS
10280,chr11,2163929,2171815,-,ENSG00000180176.15,protein_coding,TH
10281,chr11,2268498,2270588,-,ENSG00000183734.5,protein_coding,ASCL2
10282,chr11,2295628,2303049,-,ENSG00000110665.12,protein_coding,C11orf21
10283,chr11,2301997,2318204,+,ENSG00000064201.16,protein_coding,TSPAN32
10284,chr11,2376177,2397802,+,ENSG00000110651.13,protein_coding,CD81
10285,chr11,2400488,2403878,+,ENSG00000184281.15,protein_coding,TSSC4
10286,chr11,2404515,2444514,-,ENSG00000070985.14,protein_coding,TRPM5
10287,chr11,2444684,2849105,+,ENSG00000053918.18,protein_coding,KCNQ1
10288,chr11,2883213,2885775,-,ENSG00000129757.15,protein_coding,CDKN1C
10289,chr11,2899721,2925246,+,ENSG00000110628.16,protein_coding,SLC22A18
10290,chr11,2928273,2929420,-,ENSG00000181649.8,protein_coding,PHLDA2
10291,chr11,2944431,2992377,-,ENSG00000205531.14,protein_coding,NAP1L4
10292,chr11,3000922,3057613,-,ENSG00000110619.18,protein_coding,CARS1
10293,chr11,3087107,3166739,-,ENSG00000021762.20,protein_coding,OSBPL5
10294,chr11,3217944,3218813,-,ENSG00000182170.3,protein_coding,MRGPRG
10295,chr11,3225030,3232417,-,ENSG00000184350.11,protein_coding,MRGPRE
10296,chr11,3339261,3379222,-,ENSG00000005801.18,protein_coding,ZNF195
10297,chr11,3638512,3642316,-,ENSG00000167311.14,protein_coding,ART5
10298,chr11,3645128,3664416,+,ENSG00000129744.3,protein_coding,ART1
10299,chr11,3665587,3671384,-,ENSG00000129749.3,protein_coding,CHRNA10
10300,chr11,3671083,3797792,-,ENSG00000110713.18,protein_coding,NUP98
10301,chr11,3797724,3826371,+,ENSG00000148985.20,protein_coding,PGAP2
10302,chr11,3826978,3840959,-,ENSG00000177105.10,protein_coding,RHOG
10303,chr11,3854527,4093210,+,ENSG00000167323.13,protein_coding,STIM1
10304,chr11,4094707,4138932,+,ENSG00000167325.15,protein_coding,RRM1
10305,chr11,4233288,4233872,+,ENSG00000284018.1,protein_coding,SSU72P5
10306,chr11,4242056,4242640,-,ENSG00000284306.1,protein_coding,SSU72P2
10307,chr11,4287499,4288083,-,ENSG00000283873.1,protein_coding,SSU72P4
10308,chr11,4329865,4330449,+,ENSG00000284546.1,protein_coding,SSU72P3
10309,chr11,4338660,4339244,-,ENSG00000284438.1,protein_coding,SSU72P7
10310,chr11,4367263,4368386,-,ENSG00000221996.6,protein_coding,OR52B4
10311,chr11,4384897,4393702,-,ENSG00000132109.10,protein_coding,TRIM21
10312,chr11,4449295,4450361,+,ENSG00000181963.5,protein_coding,OR52K2
10313,chr11,4482646,4493497,+,ENSG00000196778.4,protein_coding,OR52K1
10314,chr11,4545191,4546144,+,ENSG00000197790.1,protein_coding,OR52M1
10315,chr11,4581743,4593340,+,ENSG00000226288.3,protein_coding,OR52I2
10316,chr11,4593750,4595013,+,ENSG00000232268.7,protein_coding,OR52I1
10317,chr11,4598672,4608231,-,ENSG00000167333.13,protein_coding,TRIM68
10318,chr11,4637477,4643060,+,ENSG00000197428.3,protein_coding,OR51D1
10319,chr11,4643420,4655488,+,ENSG00000180785.10,protein_coding,OR51E1
10320,chr11,4680171,4697854,-,ENSG00000167332.9,protein_coding,OR51E2
10321,chr11,4690423,4697853,-,ENSG00000197674.8,protein_coding,OR51C1P
10322,chr11,4704784,4992431,+,ENSG00000167346.9,protein_coding,MMP26
10323,chr11,4768979,4769938,-,ENSG00000280021.3,protein_coding,OR51F1
10324,chr11,4803433,4804380,-,ENSG00000279270.2,protein_coding,OR52R1
10325,chr11,4821321,4822456,+,ENSG00000176925.8,protein_coding,OR51F2
10326,chr11,4848237,4849208,-,ENSG00000176922.5,protein_coding,OR51S1
10327,chr11,4881819,4882883,+,ENSG00000176900.2,protein_coding,OR51T1
10328,chr11,4903783,4909462,+,ENSG00000176895.9,protein_coding,OR51A7
10329,chr11,4912588,4919350,-,ENSG00000176893.6,protein_coding,OR51G2
10330,chr11,4923374,4924339,-,ENSG00000278870.2,protein_coding,OR51G1
10331,chr11,4942831,4947605,-,ENSG00000205497.5,protein_coding,OR51A4
10332,chr11,4954772,4955713,-,ENSG00000205496.1,protein_coding,OR51A2
10333,chr11,4994851,5005536,+,ENSG00000176798.3,protein_coding,OR51L1
10334,chr11,5046526,5047461,+,ENSG00000205495.1,protein_coding,OR52J3
10335,chr11,5058650,5059627,-,ENSG00000176787.2,protein_coding,OR52E2
10336,chr11,5069572,5070497,+,ENSG00000273085.3,protein_coding,OR52E1
10337,chr11,5128776,5138356,-,ENSG00000171944.2,protein_coding,OR52A5
10338,chr11,5146824,5154757,-,ENSG00000182070.7,protein_coding,OR52A1
10339,chr11,5199735,5200682,-,ENSG00000176742.3,protein_coding,OR51V1
10340,chr11,5225464,5229395,-,ENSG00000244734.4,protein_coding,HBB
10341,chr11,5232678,5243657,-,ENSG00000223609.11,protein_coding,HBD
10342,chr11,5248269,5249857,-,ENSG00000213934.9,protein_coding,HBG1
10343,chr11,5248270,5254783,-,ENSG00000284931.1,protein_coding,ENSG00000284931
10344,chr11,5253188,5505605,-,ENSG00000196565.15,protein_coding,HBG2
10345,chr11,5254392,5678434,-,ENSG00000239920.2,protein_coding,ENSG00000239920
10346,chr11,5268345,5505652,-,ENSG00000213931.7,protein_coding,HBE1
10347,chr11,5301014,5301946,-,ENSG00000183251.4,protein_coding,OR51B4
10348,chr11,5303444,5505652,-,ENSG00000167355.8,protein_coding,OR51B5
10349,chr11,5323359,5324297,-,ENSG00000279012.2,protein_coding,OR51B2
10350,chr11,5351508,5352446,+,ENSG00000176239.7,protein_coding,OR51B6
10351,chr11,5383812,5393263,+,ENSG00000184698.5,protein_coding,OR51M1
10352,chr11,5422111,5423206,+,ENSG00000167360.6,protein_coding,OR51Q1
10353,chr11,5440570,5441514,-,ENSG00000167359.8,protein_coding,OR51I1
10354,chr11,5449323,5456518,+,ENSG00000187918.6,protein_coding,OR51I2
10355,chr11,5488685,5489749,+,ENSG00000181609.5,protein_coding,OR52D1
10356,chr11,5507300,5509958,-,ENSG00000175520.9,protein_coding,UBQLN3
10357,chr11,5514393,5518431,-,ENSG00000175518.8,protein_coding,UBQLNL
10358,chr11,5544489,5548540,-,ENSG00000181616.10,protein_coding,OR52H1
10359,chr11,5580877,5581884,+,ENSG00000187747.2,protein_coding,OR52B6
10360,chr11,5596109,5612958,+,ENSG00000121236.21,protein_coding,TRIM6
10361,chr11,5596725,5644398,+,ENSG00000258588.3,protein_coding,TRIM6-TRIM34
10362,chr11,5619764,5644398,+,ENSG00000258659.7,protein_coding,TRIM34
10363,chr11,5663195,5938619,-,ENSG00000132256.20,protein_coding,TRIM5
10364,chr11,5689610,5737089,+,ENSG00000132274.17,protein_coding,TRIM22
10365,chr11,5726502,5727464,+,ENSG00000181109.3,protein_coding,OR52P1
10366,chr11,5736448,5738523,+,ENSG00000181023.8,protein_coding,OR56B1
10367,chr11,5754243,5755958,+,ENSG00000181074.5,protein_coding,OR52N4
10368,chr11,5761153,5769080,+,ENSG00000181017.7,protein_coding,OR56B2P
10369,chr11,5776165,5783355,-,ENSG00000181009.5,protein_coding,OR52N5
10370,chr11,5786471,5791265,-,ENSG00000181001.3,protein_coding,OR52N1
10371,chr11,5808924,5821483,+,ENSG00000180988.3,protein_coding,OR52N2
10372,chr11,5840928,5841952,-,ENSG00000205409.3,protein_coding,OR52E6
10373,chr11,5856749,5857690,-,ENSG00000183269.6,protein_coding,OR52E8
10374,chr11,5880629,5887079,+,ENSG00000180974.5,protein_coding,OR52E4
10375,chr11,5893208,5902730,+,ENSG00000277932.2,protein_coding,OR52E5
10376,chr11,5938751,5951347,+,ENSG00000184478.8,protein_coding,OR56A3
10377,chr11,5967177,5968494,-,ENSG00000188691.5,protein_coding,OR56A5
10378,chr11,5985892,5986985,-,ENSG00000183313.4,protein_coding,OR52L1
10379,chr11,5999445,6006946,-,ENSG00000183389.5,protein_coding,OR56A4
10380,chr11,6019336,6034338,-,ENSG00000180934.7,protein_coding,OR56A1
